EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
68,2026-01-15,20:39:40,Menos De 18 Años,Femenino,Escuintla,Escuintla,Ama De Casa,Varias Veces Al Mes,Tienda de barrio,Solo,Q25 - Q50,ChocoKick Bites; Gol Nachos Supreme,Caramelo,Familiar,Q16 - Q20,No,Sí,México,Tal vez,Portugal,Lionel Messi; Kylian Mbappé,Un jugador famoso,Sorteo de camisetas,No,Edición Mundial FIFA 2026
69,2026-03-15,15:35:21,18 - 24 Años,Masculino,Guatemala,Mixco,Empresario,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Otro,Q51 - Q100,FutbolMix,Limón,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,España,Definitivamente no,Brasil,Neymar Jr.; Lionel Messi,Premios y sorteos,Sorteo de viajes,No,Edición Argentina
70,2026-02-26,18:48:18,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Estudiante,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Fan Chips Jalapeño,Jalapeño,Familiar,Q16 - Q20,Sí,Sí,Japón,Tal vez,España,Kylian Mbappé; Christian Pulisic,Una selección nacional,Producto gratis,Sí,Edición Argentina
71,2026-01-27,07:04:36,45 - 54 Años,Femenino,Escuintla,Escuintla,Profesional Independiente,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,FutbolMix,Limón,Familiar,Q10 - Q15,Sí,Sí,Argentina,Probablemente no,España,Neymar Jr.; Kylian Mbappé,Premios y sorteos,2x1,Sí,Edición con jugadores famosos
72,2026-05-01,15:20:49,45 - 54 Años,Femenino,Guatemala,Mixco,,3 A 5 Veces Por Semana,Supermercado,Familia,Menos de Q25,ChocoKick Bites; Victory Pretzels,Chocolate,Familiar,Q10 - Q15,Sí,Sí,Inglaterra,Probablemente no,Francia,Lionel Messi; Lamine Yamal; Harry Kane,Premios y sorteos,Descuento directo,Sí,Edición con tarjetas coleccionables
73,2026-02-07,12:46:28,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,ChocoKick Bites; Hot Stadium Peanuts,Limón,Para compartir entre 2 personas,Menos de Q10,No,Sí,Brasil,Definitivamente sí,Argentina,Lionel Messi; Ninguno,Humor,Tarjetas coleccionables,No,Edición España
74,2026-04-16,16:04:50,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Público,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Más de Q150,Fan Chips Jalapeño,Salado Tradicional,Tamaño fiesta o reunión,Q10 - Q15,Sí,No,Noruega,Tal vez,Colombia,Vinícius Júnior,Humor,Sorteo de viajes,No,Edición Brasil
75,2026-01-19,08:45:23,25 - 34 Años,Masculino,Quetzaltenango,Olintepeque,Profesional Independiente,Todos Los Días,Tienda de barrio,Amigos,Menos de Q25,Caramel Goal Popcorn; FutbolMix; Mundialitos Queso Picante,Caramelo,Individual,Q16 - Q20,No,Sí, BRASIL ,Probablemente no,Argentina,Kylian Mbappé; Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición España
76,2026-03-02,17:16:39,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,CrunchMax BBQ,Chocolate,Individual,Menos de Q10,No,Sí,Alemania,Probablemente sí,Argentina,Lionel Messi; Federico Valverde; Vinícius Júnior,Una selección nacional,2x1,No,Edición Brasil
77,2026-05-05,18:39:40,25 - 34 Años,Masculino,Retalhuleu,Otro municipio,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Amigos,Q25 - Q50,Caramel Goal Popcorn; CrunchMax BBQ; ChocoKick Bites,Caramelo,Individual,Q21 - Q30,Sí,Sí,Estados Unidos,Probablemente sí,Brasil,Cristiano Ronaldo; Neymar Jr.,Historias de aficionados,Descuento directo,No,Edición Mundial FIFA 2026
78,2026-04-15,22:25:07,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Jubilado,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,CrunchMax BBQ; Mundialitos Queso Picante,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Colombia,Probablemente sí, ESTADOS UNIDOS ,Jude Bellingham; Lionel Messi; Lamine Yamal,Un jugador famoso,Tarjetas coleccionables,No,Edición Brasil
79,2026-01-11,15:13:07,25 - 34 Años,Femenino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Caramel Goal Popcorn,Picante Chapín,Individual,,Sí,Sí,Brasil,Probablemente sí,Bosnia y Herzegovina,Harry Kane; Cristiano Ronaldo,Una selección nacional,Sorteo de viajes,Sí,Edición Inglaterra
80,2026-03-24,13:33:14,25 - 34 Años,Masculino,Guatemala,Guatemala,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Otro,Menos de Q25,Gol Nachos Supreme; CrunchMax BBQ,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Inglaterra,Definitivamente sí,Irán,Kylian Mbappé; Christian Pulisic,Un jugador famoso,Sorteo de viajes,No,Edición Inglaterra
81,2026-03-09,20:45:03,25 - 34 Años,Masculino,Retalhuleu,Otro municipio,Jubilado,1 A 2 Veces Por Semana,Supermercado,Familia,Menos de Q25,FutbolMix; Fan Chips Jalapeño, CARAMELO ,Individual,Q16 - Q20,Sí,Sí,Alemania,Probablemente no,Colombia,Neymar Jr.; Kylian Mbappé; Vinícius Júnior,Una selección nacional,Tarjetas coleccionables,No,Edición España
82,2026-04-07,13:00:52,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos de Q25,Caramel Goal Popcorn; Gol Nachos Supreme,Jalapeño,Para compartir entre 2 personas,Q16 - Q20,Sí,No,España,Tal vez,Brasil,Neymar Jr.,Humor,Sorteo de camisetas,Sí,Edición Mundial FIFA 2026
83,2026-04-14,09:29:14,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Estudiante,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Menos de Q25,Gol Nachos Supreme; CrunchMax BBQ; FutbolMix,Limón,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,México,Tal vez, ESPAÑA ,Kylian Mbappé; Jude Bellingham,Un jugador famoso,Sorteo de viajes,Sí,Edición con jugadores famosos
84,2026-05-05,20:39:30,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa,Rara Vez,Gasolinera,Familia,Q51 - Q100,Victory Pretzels; Mundialitos Queso Picante; CrunchMax BBQ, BARBACOA ,Familiar,Q21 - Q30,No,Sí,México,Definitivamente sí,Portugal,Neymar Jr.; Lionel Messi,Historias de aficionados,2x1,Sí,Edición España
85,2026-01-24,16:41:54,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño; FutbolMix,Picante Chapín,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Colombia,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición Brasil
86,2026-01-15,16:30:03,Menos De 18 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante,Varias Veces Al Mes,Supermercado,Compañeros de trabajo,Más de Q150,Gol Nachos Supreme; Hot Stadium Peanuts,Picante Chapín,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Brasil,Probablemente sí,México,Christian Pulisic; Kylian Mbappé,Una selección nacional,2x1,Sí,Edición Mundial FIFA 2026
87,2026-03-24,11:35:42,55 Años O Más,Femenino,Chimaltenango,Tecpán Guatemala,Comerciante,1 A 2 Veces Por Semana,Tienda de barrio,Otro,Q51 - Q100,ChocoKick Bites; Fan Chips Jalapeño; CrunchMax BBQ,Queso,Familiar,Más de Q30,No,Sí,Brasil,Tal vez,Argentina,Neymar Jr.,Premios y sorteos,Sorteo de camisetas,Sí,Edición con jugadores famosos
88,2026-02-01,09:58:01,35 - 44 Años,Masculino,Quetzaltenango,Coatepeque,Estudiante,1 A 2 Veces Por Semana,Aplicación de delivery,Amigos,Más de Q150,CrunchMax BBQ; Fan Chips Jalapeño,Jalapeño,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Portugal,Definitivamente sí,México,Cristiano Ronaldo; Lamine Yamal; Neymar Jr.,Una selección nacional,Sorteo de balones,No,Edición con tarjetas coleccionables
89,2026-05-10,13:03:27,Menos De 18 Años,Femenino,Guatemala,Guatemala,Empresario,3 A 5 Veces Por Semana,Supermercado,Familia,Menos de Q25,CrunchMax BBQ; Fan Chips Jalapeño,Limón,Tamaño fiesta o reunión,Más de Q30,No,No,Alemania,Probablemente sí,,Lionel Messi; Jude Bellingham; Cristiano Ronaldo,Un jugador famoso,Descuento directo,Sí,Edición Argentina
90,2026-04-29,07:02:05,55 Años O Más,Femenino,Guatemala,,Ama De Casa,Todos Los Días,Aplicación de delivery,Familia,Q25 - Q50,Caramel Goal Popcorn; Fan Chips Jalapeño; Hot Stadium Peanuts,Queso,Familiar,Q10 - Q15,No,Sí,Colombia,Probablemente sí,Francia,Cristiano Ronaldo,Humor,Sorteo de balones,Sí,Edición Francia
91,2026-03-05,18:44:08,18 - 24 Años,Femenino,Petén,Flores,Comerciante,3 A 5 Veces Por Semana,Supermercado,Familia,Menos de Q25,Victory Pretzels; Fan Chips Jalapeño,Limón,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Portugal,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Producto gratis,Sí,Edición con tarjetas coleccionables
92,2026-02-16,12:18:19,18 - 24 Años,Femenino,Guatemala,Guatemala,Estudiante,3 A 5 Veces Por Semana,Otro,Familia,Q101 - Q150,CrunchMax BBQ,Queso,Tamaño fiesta o reunión,Q21 - Q30,No,Sí,Brasil,Definitivamente sí,México,Harry Kane; Cristiano Ronaldo; Vinícius Júnior,Historias de aficionados,Descuento directo,No,Edición Brasil
93,2026-04-18,09:49:07,45 - 54 Años,Masculino,Guatemala,Guatemala,Comerciante,3 A 5 Veces Por Semana,Supermercado,Familia,Menos de Q25,Victory Pretzels; Gol Nachos Supreme; Caramel Goal Popcorn,Jalapeño,Familiar,Q16 - Q20,Sí,No,Suecia,Definitivamente no,Portugal,Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Descuento directo,Sí,Edición Mundial FIFA 2026
94,2026-03-13,08:33:49,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,Todos Los Días,Gasolinera,Compañeros de trabajo,Q25 - Q50,Fan Chips Jalapeño,Chocolate,Individual,Q21 - Q30,No,No,Argentina,Probablemente no,Portugal,Cristiano Ronaldo; Neymar Jr.; Lamine Yamal,Premios y sorteos,Sorteo de balones,Sí,Edición Mundial FIFA 2026
95,2026-03-18,07:22:43,25 - 34 Años,Masculino,Guatemala,Guatemala,Ama De Casa,Varias Veces Al Mes,Otro,Familia,Más de Q150,Fan Chips Jalapeño; CrunchMax BBQ,Limón,Individual,Menos de Q10,Sí,Sí,España,Definitivamente sí,Austria,Lionel Messi; Alphonso Davies; Neymar Jr.,Un jugador famoso,Sorteo de viajes,No,Edición Mundial FIFA 2026
96,2026-04-07,08:03:07,45 - 54 Años,Masculino,Alta Verapaz,Cabecera municipal,Empleado Público,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Menos de Q25,Energy Crunch Protein,Jalapeño,Para compartir entre 2 personas,Menos de Q10,Sí,Sí,España,Probablemente sí,Alemania,Vinícius Júnior; Federico Valverde,Un jugador famoso,2x1,Sí,Edición Francia
97,2026-04-17,08:17:23,25 - 34 Años,Masculino,El Progreso,El Progreso,Jubilado,Todos Los Días,Aplicación de delivery,Amigos,Q51 - Q100,Victory Pretzels; CrunchMax BBQ; Caramel Goal Popcorn,Picante Chapín,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Portugal,Definitivamente sí,España,Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
98,2026-02-24,20:42:43,35 - 44 Años,Femenino,Guatemala,Mixco,Estudiante,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante,Limón,Individual,Q16 - Q20,Sí,Sí,México,Probablemente sí,Curaçao,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición Francia
99,2026-02-13,14:21:09,25 - 34 Años,Femenino,Totonicapán,Otro municipio,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Menos de Q25,FutbolMix,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Argentina,Definitivamente no,México,Lionel Messi,Humor,2x1,No,Edición Brasil
100,2026-04-30,20:40:47,55 Años O Más,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Menos de Q25,Mundialitos Queso Picante,Barbacoa,Individual,Q16 - Q20,Sí,Sí,México,Definitivamente sí,Brasil,Lionel Messi; Neymar Jr.; Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición con jugadores famosos
101,2026-01-16,14:15:41,18 - 24 Años,Masculino,Escuintla,Escuintla,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Amigos,Q51 - Q100,Victory Pretzels; Mundialitos Queso Picante; Fan Chips Jalapeño,Limón,Individual,Q10 - Q15,Sí,Sí,Colombia,Tal vez,Irán,Harry Kane; Lionel Messi,Humor,2x1,No,Edición con jugadores famosos
102,2026-05-10,12:13:31,35 - 44 Años,Femenino,Escuintla,Palín,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,FutbolMix; Fan Chips Jalapeño,Dulce,Individual,Q21 - Q30,No,Sí,Portugal,Probablemente sí,Argentina,Jude Bellingham,Un jugador famoso,2x1,No,Edición Argentina
103,2026-03-30,13:59:45,55 Años O Más,Femenino,Alta Verapaz,Otro municipio,Empresario,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,Fan Chips Jalapeño,,Individual,Q16 - Q20,Sí,Sí,Francia,Probablemente sí,Brasil,Lamine Yamal; Lionel Messi; Kylian Mbappé,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Inglaterra
104,2026-03-29,17:45:36,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante,3 A 5 Veces Por Semana,Gasolinera,Familia,Más de Q150,Caramel Goal Popcorn,Picante Chapín,Tamaño fiesta o reunión,Q21 - Q30,Sí,No,Panamá,Definitivamente sí,Portugal,Neymar Jr.; Cristiano Ronaldo; Federico Valverde,Un jugador famoso,Sorteo de camisetas,No,Edición con jugadores famosos
105,2026-02-05,18:15:46,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Ama De Casa,Todos Los Días,Supermercado,Familia,Q51 - Q100,ChocoKick Bites; Caramel Goal Popcorn; CrunchMax BBQ,Limón,Familiar,Q10 - Q15,No,Sí,Francia,Probablemente sí,Alemania,Lamine Yamal; Vinícius Júnior,Humor,Sorteo de viajes,No,Edición con jugadores famosos
106,2026-03-12,09:49:06,35 - 44 Años,Masculino,El Progreso,Otro municipio,Empleado Público,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,CrunchMax BBQ,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Noruega,Definitivamente sí,Portugal,Lionel Messi; Vinícius Júnior; Harry Kane,Un jugador famoso,Sorteo de viajes,No,Edición Argentina
107,2026-03-25,19:17:25,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Todos Los Días,Supermercado,Amigos,Q25 - Q50,Energy Crunch Protein,Queso,Familiar,Q21 - Q30,Sí,Sí,Estados Unidos,Probablemente sí,Argentina,Cristiano Ronaldo; Lamine Yamal,Historias de aficionados,Descuento directo,No,Edición Argentina
108,2026-03-13,07:04:47,18 - 24 Años,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Privado,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,Gol Nachos Supreme,Barbacoa,Individual,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Estados Unidos,Kylian Mbappé; Lionel Messi,Un jugador famoso,Descuento directo,Sí,Edición España
109,2026-01-15,21:17:32,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Varias Veces Al Mes,Supermercado,Amigos,Q101 - Q150,Gol Nachos Supreme; ChocoKick Bites; Mundialitos Queso Picante,Queso,Para compartir entre 2 personas,Q10 - Q15,No,No,Inglaterra,Definitivamente sí,México,Julián Álvarez; Alphonso Davies,Una selección nacional,Producto gratis,No,Edición Argentina
110,2026-02-13,21:25:41,25 - 34 Años,Femenino,Escuintla,Escuintla,Estudiante,Todos Los Días,Supermercado,Familia,Q51 - Q100,Hot Stadium Peanuts; Fan Chips Jalapeño; Victory Pretzels,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Brasil,Kylian Mbappé; Cristiano Ronaldo,Historias de aficionados,Sorteo de camisetas,Sí,Edición con tarjetas coleccionables
111,2026-01-24,08:15:47,Menos De 18 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Profesional Independiente,Varias Veces Al Mes,Kiosco escolar/universitario,Amigos,Q101 - Q150,ChocoKick Bites; CrunchMax BBQ; Hot Stadium Peanuts,Barbacoa,Tamaño fiesta o reunión,Menos de Q10,No,Sí,Brasil,Probablemente sí,Inglaterra,Vinícius Júnior; Cristiano Ronaldo; Federico Valverde,Una selección nacional,2x1,Sí,Edición Brasil
112,2026-03-19,09:58:39,25 - 34 Años,Masculino,Alta Verapaz,Alta Verapaz,Estudiante,Todos Los Días,Kiosco escolar/universitario,Amigos,Q101 - Q150,Fan Chips Jalapeño,Salado Tradicional,Tamaño fiesta o reunión,Q16 - Q20,Sí,No,Argentina,Probablemente sí,México,Jude Bellingham; Cristiano Ronaldo; Lamine Yamal,Un jugador famoso,Producto gratis,Sí,Edición Brasil
113,2026-03-21,18:00:39,45 - 54 Años,Femenino,Sololá,Cabecera municipal,Profesional Independiente,Todos Los Días,Kiosco escolar/universitario,Familia,Q51 - Q100,Gol Nachos Supreme,Queso,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí, ALEMANIA ,Probablemente no,Brasil,Kylian Mbappé; Lionel Messi; Vinícius Júnior,Una selección nacional,Descuento directo,Sí,Edición Mundial FIFA 2026
114,2026-02-14,15:27:49,18 - 24 Años,Masculino,Izabal,Izabal,Empleado Privado,3 A 5 Veces Por Semana,Aplicación de delivery,Familia,Q51 - Q100,Caramel Goal Popcorn; Mundialitos Queso Picante; CrunchMax BBQ,Salado Tradicional,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,España,Tal vez,Francia,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Producto gratis,No,Edición con tarjetas coleccionables
115,2026-04-14,12:50:46,35 - 44 Años,Femenino,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Solo,Q25 - Q50,Gol Nachos Supreme; FutbolMix,Chocolate,Tamaño fiesta o reunión,Más de Q30,No,Sí,Estados Unidos,Probablemente sí,Argentina,Lamine Yamal,Un jugador famoso,Sorteo de viajes,No,Edición con tarjetas coleccionables
116,2026-04-26,13:45:33,18 - 24 Años,Femenino,El Progreso,El Progreso,Empleado Privado,Varias Veces Al Mes,Supermercado,Solo,Q25 - Q50,Gol Nachos Supreme; CrunchMax BBQ; ChocoKick Bites, DULCE ,Individual,Q10 - Q15,No,Sí,Inglaterra,Definitivamente sí,Brasil,Lamine Yamal,Humor,2x1,No,Edición Francia
117,2026-04-17,17:20:43,25 - 34 Años,Femenino,Zacapa,Zacapa,Empleado Público,Varias Veces Al Mes,Tienda de barrio,Familia,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño; CrunchMax BBQ,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,España,Tal vez,México,Jude Bellingham; Cristiano Ronaldo,Un jugador famoso,Descuento directo,Sí,Edición Mundial FIFA 2026
118,2026-04-09,20:56:50,Menos De 18 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,FutbolMix,Barbacoa,Tamaño fiesta o reunión,Q10 - Q15,No,No,México,Definitivamente sí,Brasil,Neymar Jr.; Lamine Yamal,Una selección nacional,2x1,Sí,Edición Inglaterra
119,2026-01-31,09:56:14,18 - 24 Años,Femenino,Guate,Santa Catarina Pinula,Empleado Privado,Todos Los Días,Otro,Familia,Q101 - Q150,Mundialitos Queso Picante; FutbolMix,Queso,Familiar,Q10 - Q15,Sí,Sí,México,Probablemente sí,Estados Unidos,Lionel Messi,Humor,2x1,No,Edición España
120,2026-04-25,19:09:54,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Gasolinera,Amigos,Q51 - Q100,ChocoKick Bites; FutbolMix; Mundialitos Queso Picante,Jalapeño,Individual,Menos de Q10,Sí,Sí,Brasil,Definitivamente sí,Argentina,Cristiano Ronaldo; Kylian Mbappé,Historias de aficionados,2x1,Sí,Edición Argentina
121,2026-04-01,19:47:19,18 - 24 Años,Femenino,Chiquimula,Chiquimula,Estudiante,Todos Los Días,Kiosco escolar/universitario,Familia,Q25 - Q50,CrunchMax BBQ,Salado Tradicional,Tamaño fiesta o reunión,Más de Q30,Sí,Sí,Inglaterra,Tal vez, BRASIL ,Ninguno,Premios y sorteos,Sorteo de camisetas,Sí,Edición España
122,2026-01-13,12:47:13,25 - 34 Años,Masculino,Huehuetenango,Huehuetenango,Ama De Casa,Todos Los Días,Aplicación de delivery,Familia,Q25 - Q50,Fan Chips Jalapeño; Victory Pretzels,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,España,Definitivamente no,España,Neymar Jr.; Kylian Mbappé; Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,Sí,Edición Inglaterra
123,2026-04-03,12:00:59,25 - 34 Años,Femenino,Chimaltenango, CHIMALTENANGO ,Estudiante,1 A 2 Veces Por Semana,Aplicación de delivery,Familia,Q25 - Q50,Mundialitos Queso Picante; Gol Nachos Supreme,Chocolate,Individual,Más de Q30,Sí,Sí,Argentina,Definitivamente sí,Brasil,Federico Valverde; Harry Kane,Una selección nacional,Sorteo de viajes,Sí,Edición España
124,2026-02-18,12:27:19,Menos De 18 Años,Prefiero No Indicarlo,Sacatepéquez,Antigua Guatemala,Empleado Privado,Varias Veces Al Mes,Supermercado,Compañeros de trabajo,Q51 - Q100,Fan Chips Jalapeño; Mundialitos Queso Picante; Victory Pretzels,Queso,Familiar,Q16 - Q20,Sí,Sí,México,Probablemente sí,Portugal,Jude Bellingham,Humor,Sorteo de camisetas,No,Edición Brasil
125,2026-03-20,18:05:01,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Q25 - Q50,Fan Chips Jalapeño,Queso,Familiar,Q21 - Q30,Sí,Sí,Brasil,Definitivamente sí,Brasil,Jude Bellingham,Humor,Sorteo de balones,No,Edición con jugadores famosos
126,2026-02-18,22:50:24,25 - 34 Años,Masculino,Chimaltenango,Chimaltenango,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Caramel Goal Popcorn,Chocolate,Familiar,Q10 - Q15,Sí,Sí,Alemania,Probablemente sí,España,Cristiano Ronaldo,Un jugador famoso,Producto gratis,Sí,Edición Mundial FIFA 2026
127,2026-02-23,18:41:55,25 - 34 Años,Masculino,Escuintla,Palín,Profesional Independiente,3 A 5 Veces Por Semana,Supermercado,Compañeros de trabajo,Q51 - Q100,FutbolMix; Victory Pretzels; Fan Chips Jalapeño,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,No,Sí,México,Definitivamente sí,Argentina,Lionel Messi; Kylian Mbappé,Un jugador famoso,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
128,2026-01-31,16:11:37,35 - 44 Años,Femenino,Guatemala,Guatemala,Ama De Casa,Varias Veces Al Mes,Otro,Familia,Q25 - Q50,CrunchMax BBQ; FutbolMix; Gol Nachos Supreme,Caramelo,Tamaño fiesta o reunión,Más de Q30,Sí,Sí,Estados Unidos,Probablemente no,Estados Unidos,Julián Álvarez; Vinícius Júnior,Una selección nacional,2x1,Sí,Edición con jugadores famosos
